銀行,西元年月,民國年月,活期存款-固定,活期存款-機動,活儲存款-固定,活儲存款-機動,定存利率-一個月-固定,定存利率-一個月-固定,定存利率-三個月-固定,定存利率-三個月-固定,定存利率-六個月-固定,定存利率-六個月-固定,定存利率-九個月-固定,定存利率-九個月-固定,定存利率-一年期-固定,定存利率-一年期-固定,定存利率-二年期-固定,定存利率-二年期-固定,定存利率-三年期-固定,定存利率-三年期-固定,定存利率-一年期-固定,定存利率-一年期-固定,定存利率-二年期-固定,定存利率-二年期-固定,定存利率-三年期-固定,定存利率-三年期-固定,指數房貸-固定,指數房貸-機動,房貸月指-固定,房貸月指-機動,基準利率-固定,基準利率-機動
土地銀行,2019-4,10804,,0.080,,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,,1.090,,1.090,,2.690
土地銀行,2019-5,10805,,0.080,,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,,1.090,,1.090,,2.690
土地銀行,2019-6,10806,,0.080,,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,,1.090,,1.090,,2.690
土地銀行,2019-7,10807,,0.080,,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,,1.090,,1.090,,2.690
土地銀行,2019-8,10808,,0.080,,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,,1.090,,1.090,,2.690
土地銀行,2019-9,10809,,0.080,,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,,1.090,,1.090,,2.690
土地銀行,2019-10,10810,,0.080,,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,,1.090,,1.090,,2.690
土地銀行,2019-11,10811,,0.080,,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,,1.090,,1.090,,2.690
土地銀行,2019-12,10812,,0.080,,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,,1.090,,1.090,,2.690
土地銀行,2020-1,10901,,0.080,,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,,1.090,,1.090,,2.690
土地銀行,2020-2,10902,,0.080,,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,,1.090,,1.090,,2.690
土地銀行,2020-3,10903,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,1.090,,1.090,,2.690
土地銀行,2020-4,10904,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,1.090,,0.840,,2.690
土地銀行,2020-5,10905,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2020-6,10906,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2020-7,10907,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2020-8,10908,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2020-9,10909,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2020-10,10910,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2020-11,10911,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2020-12,10912,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2021-1,11001,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2021-2,11002,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2021-3,11003,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2021-4,11004,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2021-5,11005,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2021-6,11006,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2021-7,11007,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2021-8,11008,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2021-9,11009,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2021-10,11010,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2021-11,11011,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2021-12,11012,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2022-1,11101,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2022-2,11102,,0.050,,0.150,0.350,0.350,0.400,0.410,0.535,0.585,0.620,0.700,0.745,0.815,0.750,0.815,0.765,0.820,0.780,0.840,0.785,0.840,0.810,0.865,,0.840,,0.840,,2.440
土地銀行,2022-3,11103,,0.080,,0.180,0.600,0.600,0.650,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.070,1.060,1.075,1.070,1.090,1.075,1.095,1.110,1.110,,0.840,,0.840,,2.440
土地銀行,2022-4,11104,,0.080,,0.180,0.600,0.600,0.650,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.070,1.060,1.075,1.070,1.090,1.075,1.095,1.110,1.110,,0.840,,1.090,,2.440
土地銀行,2022-5,11105,,0.080,,0.180,0.600,0.600,0.650,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.070,1.060,1.075,1.070,1.090,1.075,1.095,1.110,1.110,,1.090,,1.090,,2.690
土地銀行,2022-6,11106,,0.205,,0.325,0.725,0.725,0.775,0.785,0.910,0.960,1.025,1.075,1.160,1.190,1.165,1.195,1.185,1.200,1.195,1.215,1.200,1.220,1.235,1.235,,1.090,,1.090,,2.690
土地銀行,2022-7,11107,,0.205,,0.325,0.725,0.725,0.775,0.785,0.910,0.960,1.025,1.075,1.160,1.190,1.165,1.195,1.185,1.200,1.195,1.215,1.200,1.220,1.235,1.235,,1.090,,1.220,,2.690
土地銀行,2022-8,11108,,0.205,,0.325,0.725,0.725,0.775,0.785,0.910,0.960,1.025,1.075,1.160,1.190,1.165,1.195,1.185,1.200,1.195,1.215,1.200,1.220,1.235,1.235,,1.220,,1.220,,2.820
土地銀行,2022-9,11109,,0.330,,0.450,0.850,0.850,0.910,0.910,1.085,1.085,1.200,1.200,1.325,1.315,1.330,1.330,1.335,1.335,1.350,1.340,1.350,1.350,1.365,1.365,,1.220,,1.220,,2.820
土地銀行,2022-10,11110,,0.330,,0.450,0.850,0.850,0.910,0.910,1.085,1.085,1.200,1.200,1.325,1.315,1.330,1.330,1.335,1.335,1.350,1.340,1.350,1.350,1.365,1.365,,1.220,,1.340,,2.820
土地銀行,2022-11,11111,,0.330,,0.450,0.850,0.850,0.910,0.910,1.085,1.085,1.200,1.200,1.325,1.315,1.330,1.330,1.335,1.335,1.350,1.340,1.350,1.350,1.365,1.365,,1.340,,1.340,,2.940
土地銀行,2022-12,11112,,0.455,,0.575,0.975,0.975,1.035,1.035,1.210,1.210,1.325,1.325,1.450,1.440,1.450,1.455,1.455,1.460,1.475,1.465,1.475,1.475,1.485,1.490,,1.340,,1.340,,2.940
土地銀行,2023-1,11201,,0.455,,0.575,0.975,0.975,1.035,1.035,1.210,1.210,1.325,1.325,1.450,1.440,1.450,1.455,1.455,1.460,1.475,1.465,1.475,1.475,1.485,1.490,,1.340,,1.470,,2.940
土地銀行,2023-2,11202,,0.455,,0.575,0.975,0.975,1.035,1.035,1.210,1.210,1.325,1.325,1.450,1.440,1.450,1.455,1.455,1.460,1.475,1.465,1.475,1.475,1.485,1.490,,1.470,,1.470,,3.070
土地銀行,2023-3,11203,,0.580,,0.700,1.100,1.100,1.160,1.160,1.335,1.335,1.450,1.450,1.575,1.575,1.575,1.580,1.580,1.585,1.600,1.600,1.600,1.605,1.610,1.615,,1.470,,1.470,,3.070
土地銀行,2023-4,11204,,0.580,,0.700,1.100,1.100,1.160,1.160,1.335,1.335,1.450,1.450,1.575,1.575,1.575,1.580,1.580,1.585,1.600,1.600,1.600,1.605,1.610,1.615,,1.470,,1.590,,3.070
土地銀行,2023-5,11205,,0.580,,0.700,1.100,1.100,1.160,1.160,1.335,1.335,1.450,1.450,1.575,1.575,1.575,1.580,1.580,1.585,1.600,1.600,1.600,1.605,1.610,1.615,,1.590,,1.590,,3.190
土地銀行,2023-6,11206,,0.580,,0.700,1.100,1.100,1.160,1.160,1.335,1.335,1.450,1.450,1.575,1.575,1.575,1.580,1.580,1.585,1.600,1.600,1.600,1.605,1.610,1.615,,1.590,,1.590,,3.190
土地銀行,2023-7,11207,,0.580,,0.700,1.100,1.100,1.160,1.160,1.335,1.335,1.450,1.450,1.575,1.575,1.575,1.580,1.580,1.585,1.600,1.600,1.600,1.605,1.610,1.615,,1.590,,1.590,,3.190
土地銀行,2023-8,11208,,0.580,,0.700,1.100,1.100,1.160,1.160,1.335,1.335,1.450,1.450,1.575,1.575,1.575,1.580,1.580,1.585,1.600,1.600,1.600,1.605,1.610,1.615,,1.590,,1.590,,3.190
土地銀行,2023-9,11209,,0.580,,0.700,1.100,1.100,1.160,1.160,1.335,1.335,1.450,1.450,1.575,1.575,1.575,1.580,1.580,1.585,1.600,1.600,1.600,1.605,1.610,1.615,,1.590,,1.590,,3.190
土地銀行,2023-10,11210,,0.580,,0.700,1.100,1.100,1.160,1.160,1.335,1.335,1.450,1.450,1.575,1.575,1.575,1.580,1.580,1.585,1.600,1.600,1.600,1.605,1.610,1.615,,1.590,,1.590,,3.190
土地銀行,2023-11,11211,,0.580,,0.700,1.100,1.100,1.160,1.160,1.335,1.335,1.450,1.450,1.575,1.575,1.575,1.580,1.580,1.585,1.600,1.600,1.600,1.605,1.610,1.615,,1.590,,1.590,,3.190
土地銀行,2023-12,11212,,0.580,,0.700,1.100,1.100,1.160,1.160,1.335,1.335,1.450,1.450,1.575,1.575,1.575,1.580,1.580,1.585,1.600,1.600,1.600,1.605,1.610,1.615,,1.590,,1.590,,3.190
土地銀行,2024-1,11301,,0.580,,0.700,1.100,1.100,1.160,1.160,1.335,1.335,1.450,1.450,1.575,1.575,1.575,1.580,1.580,1.585,1.600,1.600,1.600,1.605,1.610,1.615,,1.590,,1.590,,3.190
土地銀行,2024-2,11302,,0.580,,0.700,1.100,1.100,1.160,1.160,1.335,1.335,1.450,1.450,1.575,1.575,1.575,1.580,1.580,1.585,1.600,1.600,1.600,1.605,1.610,1.615,,1.590,,1.590,,3.190
土地銀行,2024-3,11303,,0.705,,0.825,1.225,1.225,1.285,1.285,1.460,1.460,1.575,1.575,1.700,1.700,1.705,1.710,1.715,1.720,1.725,1.725,1.735,1.740,1.745,1.750,,1.590,,1.590,,3.190
土地銀行,2024-4,11304,,0.705,,0.825,1.225,1.225,1.285,1.285,1.460,1.460,1.575,1.575,1.700,1.700,1.705,1.710,1.715,1.720,1.725,1.725,1.735,1.740,1.745,1.750,,1.590,,1.720,,3.190
土地銀行,2024-5,11305,,0.705,,0.825,1.225,1.225,1.285,1.285,1.460,1.460,1.575,1.575,1.700,1.700,1.705,1.710,1.715,1.720,1.725,1.725,1.735,1.740,1.745,1.750,,1.720,,1.720,,3.320
土地銀行,2024-6,11306,,0.705,,0.825,1.225,1.225,1.285,1.285,1.460,1.460,1.575,1.575,1.700,1.700,1.705,1.710,1.715,1.720,1.725,1.725,1.735,1.740,1.745,1.750,,1.720,,1.720,,3.320
土地銀行,2024-7,11307,,0.705,,0.825,1.225,1.225,1.285,1.285,1.460,1.460,1.575,1.575,1.700,1.700,1.705,1.710,1.715,1.720,1.725,1.725,1.735,1.740,1.745,1.750,,1.720,,1.720,,3.320
土地銀行,2024-8,11308,,0.705,,0.825,1.225,1.225,1.285,1.285,1.460,1.460,1.575,1.575,1.700,1.700,1.705,1.710,1.715,1.720,1.725,1.725,1.735,1.740,1.745,1.750,,1.720,,1.720,,3.320
土地銀行,2024-9,11309,,0.705,,0.825,1.225,1.225,1.285,1.285,1.460,1.460,1.575,1.575,1.700,1.700,1.705,1.710,1.715,1.720,1.725,1.725,1.735,1.740,1.745,1.750,,1.720,,1.720,,3.320
土地銀行,2024-10,11310,,0.705,,0.825,1.225,1.225,1.285,1.285,1.460,1.460,1.575,1.575,1.700,1.700,1.705,1.710,1.715,1.720,1.725,1.725,1.735,1.740,1.745,1.750,,1.720,,1.720,,3.320
土地銀行,2024-11,11311,,0.705,,0.825,1.225,1.225,1.285,1.285,1.460,1.460,1.575,1.575,1.700,1.700,1.705,1.710,1.715,1.720,1.725,1.725,1.735,1.740,1.745,1.750,,1.720,,1.720,,3.320
土地銀行,2024-12,11312,,0.705,,0.825,1.225,1.225,1.285,1.285,1.460,1.460,1.575,1.575,1.700,1.700,1.705,1.710,1.715,1.720,1.725,1.725,1.735,1.740,1.745,1.750,,1.720,,1.720,,3.320
土地銀行,2025-1,11401,,0.705,,0.825,1.225,1.225,1.285,1.285,1.460,1.460,1.575,1.575,1.700,1.700,1.705,1.710,1.715,1.720,1.725,1.725,1.735,1.740,1.745,1.750,,1.720,,1.720,,3.320
土地銀行,2025-2,11402,,0.705,,0.825,1.225,1.225,1.285,1.285,1.46,1.46,1.575,1.575,1.7,1.7,1.705,1.71,1.715,1.72,1.725,1.725,1.735,1.74,1.745,1.75,,1.72,,1.72,,3.32
土地銀行,2025-3,11403,,0.705,,0.825,1.225,1.225,1.285,1.285,1.46,1.46,1.575,1.575,1.7,1.7,1.705,1.71,1.715,1.72,1.725,1.725,1.735,1.74,1.745,1.75,,1.72,,1.72,,3.32
土地銀行,2025-4,11404,,0.705,,0.825,1.225,1.225,1.285,1.285,1.46,1.46,1.575,1.575,1.7,1.7,1.705,1.71,1.715,1.72,1.725,1.725,1.735,1.74,1.745,1.75,,1.72,,1.72,,3.32
土地銀行,2025-5,11405,,0.705,,0.825,1.225,1.225,1.285,1.285,1.46,1.46,1.575,1.575,1.7,1.7,1.705,1.71,1.715,1.72,1.725,1.725,1.735,1.74,1.745,1.75,,1.72,,1.72,,3.32
土地銀行,2025-6,11406,,0.705,,0.825,1.225,1.225,1.285,1.285,1.46,1.46,1.575,1.575,1.7,1.7,1.705,1.71,1.715,1.72,1.725,1.725,1.735,1.74,1.745,1.75,,1.72,,1.72,,3.32
土地銀行,2025-7,11407,,0.705,,0.825,1.225,1.225,1.285,1.285,1.46,1.46,1.575,1.575,1.7,1.7,1.705,1.71,1.715,1.72,1.725,1.725,1.735,1.74,1.745,1.75,,1.72,,1.72,,3.32
合作金庫,2001-1,09001,,1.800,,3.750,4.400,4.400,4.600,4.600,4.700,4.700,4.850,4.850,5.000,5.000,5.100,5.100,5.100,5.100,5.050,5.050,5.150,5.150,5.250,5.200,,,,,,
合作金庫,2001-2,09002,,1.800,,3.700,4.250,4.300,4.450,4.500,4.550,4.600,4.650,4.700,4.800,4.850,4.900,4.950,4.900,4.950,4.850,4.900,4.950,5.000,5.150,5.100,,,,,,
合作金庫,2001-3,09003,,1.800,,3.500,4.150,4.200,4.250,4.300,4.400,4.450,4.500,4.550,4.650,4.675,4.750,4.800,4.750,4.800,4.700,4.725,4.800,4.850,5.000,4.950,,,,,,
合作金庫,2001-4,09004,,1.800,,3.300,3.800,3.925,3.900,4.025,4.000,4.175,4.100,4.275,4.200,4.400,4.200,4.400,4.200,4.400,4.200,4.450,4.200,4.450,4.200,4.450,,,,,,
合作金庫,2001-5,09005,,1.600,,3.300,3.750,3.800,3.800,3.900,3.900,4.025,4.000,4.125,4.100,4.250,4.100,4.250,4.100,4.250,4.100,4.300,4.100,4.300,4.100,4.300,,,,,,
合作金庫,2001-6,09006,,1.600,,3.300,3.750,3.800,3.800,3.900,3.900,4.025,4.000,4.125,4.100,4.250,4.100,4.250,4.100,4.250,4.100,4.300,4.100,4.300,4.100,4.300,,,,,,
合作金庫,2001-7,09007,,1.600,,3.300,3.550,3.600,3.600,3.700,3.700,3.825,3.800,3.925,3.900,4.050,3.900,4.050,3.950,4.050,3.950,4.150,3.950,4.150,3.950,4.150,,,,,,
合作金庫,2001-8,09008,,1.500,,3.100,3.300,3.350,3.350,3.450,3.450,3.575,3.550,3.675,3.650,3.800,3.650,3.800,3.700,3.850,3.700,3.950,3.700,3.950,3.750,3.950,,,,,,
合作金庫,2001-9,09009,,1.300,,2.700,2.900,2.900,2.900,3.000,2.950,3.075,3.050,3.125,3.150,3.250,3.150,3.300,3.150,3.300,3.200,3.450,3.200,3.500,3.200,3.500,,,,,,
合作金庫,2001-10,09010,,1.300,,2.500,2.500,2.600,2.550,2.650,2.600,2.700,2.650,2.750,2.800,2.950,2.800,3.000,2.800,3.000,2.850,3.200,2.850,3.200,2.850,3.200,,,,,,
合作金庫,2001-11,09011,,1.300,,2.300,2.200,2.350,2.250,2.400,2.300,2.450,2.350,2.500,2.500,2.700,2.550,2.750,2.550,2.750,2.550,2.950,2.600,2.950,2.600,2.950,,,,,,
合作金庫,2001-12,09012,,1.300,,2.175,2.000,2.225,2.050,2.275,2.100,2.325,2.150,2.375,2.300,2.575,2.350,2.625,2.350,2.625,2.350,2.825,2.400,2.825,2.400,2.825,,,,,,
合作金庫,2002-1,09101,,1.300,,2.175,2.000,2.225,2.050,2.275,2.100,2.325,2.150,2.375,2.300,2.575,2.350,2.625,2.350,2.625,2.350,2.825,2.400,2.825,2.400,2.825,,,,,,
合作金庫,2002-2,09102,,1.300,,2.175,2.000,2.225,2.050,2.275,2.100,2.325,2.150,2.375,2.300,2.575,2.350,2.625,2.350,2.625,2.350,2.825,2.400,2.825,2.400,2.825,,,,,,
合作金庫,2002-3,09103,,1.300,,2.175,2.000,2.225,2.050,2.275,2.100,2.325,2.150,2.375,2.300,2.575,2.350,2.625,2.350,2.625,2.350,2.825,2.400,2.825,2.400,2.825,,,,,,
合作金庫,2002-4,09104,,1.300,,2.000,2.100,2.125,2.150,2.175,2.200,2.225,2.250,2.275,2.400,2.400,2.450,2.425,2.450,2.425,2.450,2.425,2.500,2.450,2.500,2.450,,,,,,
合作金庫,2002-5,09105,,1.300,,2.000,2.100,2.125,2.150,2.175,2.200,2.225,2.250,2.275,2.400,2.400,2.450,2.425,2.450,2.425,2.450,2.425,2.500,2.450,2.500,2.450,,,,,,
合作金庫,2002-6,09106,,0.800,,1.600,1.950,1.950,2.050,2.050,2.100,2.100,2.250,2.250,2.300,2.300,2.350,2.300,2.400,2.300,2.400,2.400,2.450,2.400,2.500,2.400,,,,,,
合作金庫,2002-7,09107,,0.800,,1.600,1.750,1.750,1.850,1.850,1.900,1.900,2.025,2.025,2.125,2.125,2.200,2.150,2.250,2.150,2.150,2.150,2.225,2.175,2.250,2.175,,,,,,
合作金庫,2002-8,09108,,0.800,,1.600,1.750,1.750,1.850,1.850,1.900,1.900,2.025,2.025,2.125,2.125,2.200,2.150,2.250,2.150,2.150,2.150,2.225,2.175,2.250,2.175,,,,,,
合作金庫,2002-9,09109,,0.800,,1.600,1.750,1.750,1.850,1.850,1.900,1.900,2.025,2.025,2.125,2.125,2.200,2.150,2.250,2.150,2.150,2.150,2.225,2.175,2.250,2.175,,2.150,,,,
合作金庫,2002-10,09110,,0.800,,1.600,1.750,1.750,1.850,1.850,1.900,1.900,2.025,2.025,2.125,2.125,2.200,2.150,2.250,2.150,2.150,2.150,2.225,2.175,2.250,2.175,,2.150,,,,
合作金庫,2002-11,09111,,0.550,,1.350,1.500,1.500,1.600,1.600,1.650,1.650,1.775,1.775,1.875,1.875,1.950,1.900,2.000,1.900,1.900,1.900,2.000,1.950,2.025,1.950,,2.150,,,,
合作金庫,2002-12,09112,,0.550,,1.350,1.500,1.500,1.600,1.600,1.650,1.650,1.775,1.775,1.875,1.875,1.950,1.900,2.000,1.900,1.900,1.900,2.000,1.950,2.025,1.950,,1.900,,,,3.400
合作金庫,2003-1,09201,,0.250,,0.900,1.200,1.200,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.600,1.600,1.625,1.625,1.550,1.550,1.625,1.625,1.675,1.675,,1.900,,,,3.400
合作金庫,2003-2,09202,,0.250,,0.900,1.200,1.200,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.600,1.600,1.625,1.625,1.550,1.550,1.625,1.625,1.675,1.675,,1.900,,,,3.075
合作金庫,2003-3,09203,,0.250,,0.900,1.200,1.200,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.600,1.600,1.625,1.625,1.550,1.550,1.625,1.625,1.675,1.675,,1.575,,,,3.075
合作金庫,2003-4,09204,,0.250,,0.900,1.200,1.200,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.600,1.600,1.625,1.625,1.550,1.550,1.625,1.625,1.675,1.675,,1.575,,,,3.075
合作金庫,2003-5,09205,,0.250,,0.800,1.200,1.200,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.600,1.600,1.625,1.625,1.550,1.550,1.625,1.625,1.675,1.675,,1.575,,,,3.075
合作金庫,2003-6,09206,,0.250,,0.800,1.200,1.200,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.600,1.600,1.625,1.625,1.550,1.550,1.625,1.625,1.675,1.675,,1.550,,,,3.050
合作金庫,2003-7,09207,,0.100,,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,,1.550,,,,3.050
合作金庫,2003-8,09208,,0.100,,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,,1.550,,,,2.925
合作金庫,2003-9,09209,,0.100,,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,,1.425,,,,2.925
合作金庫,2003-10,09210,,0.100,,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,,1.425,,,,2.925
合作金庫,2003-11,09211,,0.100,,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,,1.425,,,,2.925
合作金庫,2003-12,09212,,0.100,,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,,1.425,,,,2.925
合作金庫,2004-1,09301,,0.100,,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,,1.425,,,,2.925
合作金庫,2004-2,09302,,0.100,,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,,1.425,,,,2.925
合作金庫,2004-3,09303,,0.100,,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,,1.425,,,,2.925
合作金庫,2004-4,09304,,0.100,,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,,1.425,,,,2.925
